two-channel video installation
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
bound volume of one hundred double elephant folio hand-colored engravings from o
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
bound volume of one hundred double elephant folio hand-colored engravings from o
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
hand-colored engraving from original drawing on wove paper on fabric support bou
bound volume of one hundred and thirty-five double elephant folio hand-colored e
hand colored and color printed lithograph on wove paper
hand colored and color printed lithograph on wove paper
hand colored and color printed lithograph on wove paper
hand colored and color printed lithograph on wove paper
hand colored and color printed lithograph on wove paper
hand colored and color printed lithograph on wove paper
hand colored and color printed lithograph on wove paper
hand colored and color printed lithograph on wove paper
etching on laid paper
gelatin silver print
gold and silver
copper and silver
stone and pewter
ivory, gold, lapis lazuli, and silver
ivory, lapis lazuli, gold, and silver
ivory and gold
ivory, gold, and silver
ivory, stone, gold, and silver
ivory, gold, silver, and wood
acrylic, ivory, gold, lapis lazuli, gold, and silver
stone, gold, silver, and ivory
silver
silver
silver
silver
silver
lapis lazuli, ivory, gold, and silver
silver, and semi-precious stones
silver
silver
silver
silver
silver
silver
pewter and copper
silver
silver, abalone, and agate
graphite and crayon on wove paper
oil on canvas
oil on canvas
watercolor on paper
gouache on paper
ship model
charcoal and chalk on wove paper
etching on wove paper
etching on wove paper
lithograph on wove paper
pastel and charcoal on paper
crayon on wove tissue paper
etching on wove paper
gelatin silver print, toned
gelatin silver print, toned
chromogenic print from hand-colored silver print
gelatin silver print
gelatin silver print
aluminum disk, clips, "moving image" paper disks
aluminum disk, clips, "moving image" paper disks
oil on canvas
ink and collage on paper
etching, aquatint
assemblage
ceramic
ceramic
ceramic, light, sound, Bibles
gelatin silver print
etching printed chine colle on Somerset Satin white paper
etching printed chine colle on Somerset Satin white paper
oil on canvas
oil on canvas
hammered copper
lithograph
lithograph
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
pen, ink, printers ink, and tempera on wove paper
ten photogravure, aquatint, spitbite, softground, drypoint, sanding prints
photogravure, aquatint, spitbite, softground, drypoint, sanding print
photogravure, aquatint, spitbite, softground, drypoint, sanding print
photogravure, aquatint, spitbite, softground, drypoint, sanding print
photogravure, aquatint, spitbite, softground, drypoint, sanding print
photogravure, aquatint, spitbite, softground, drypoint, sanding print
photogravure, aquatint, spitbite, softground, drypoint, sanding print
photogravure, aquatint, spitbite, softground, drypoint, sanding print
photogravure, aquatint, spitbite, softground, drypoint, sanding print
photogravure, aquatint, spitbite, softground, drypoint, sanding print
photogravure, aquatint, spitbite, softground, drypoint, sanding print
albumen print
two albumen prints mounted on studio card
natural string on painted panel
white string painted panel
bronze
plaster
oil on canvas
gelatin silver print on single weight paper
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print, 6''x9'' image on 8''x10'' paper
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
twenty-five gelatin silver prints
cibachrome print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
eight-four prints (seventy-two gelatin silver prints, twelve chromogenic prints)
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
fifteen gelatin silver prints
toned gelatin silver print
acrylic on canvas
acrylic on canvas
acrylic and charcoal on grey prepared canvas
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
eight gelatin silver prints
lithograph on wove paper
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
albumen print mounted on wove paper
albumen print mounted on wove paper
albumen print mounted on wove paper
albumen print mounted on wove paper
albumen print mounted on wove paper
albumen print mounted on wove paper
albumen mounted print on wove paper
albumen print mounted on wove paper
albumen print
albumen print
albumen print
crystal archive fuji luminage print
polymer, paper on masonite
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
cloth and paper collage, ink, oil pastel on paper
woodcut on wove paper
oil and wax on wove paper
ceramic and cement
color transparency
gelatin silver print
typewriter ink and collage on photo-offset printed paper
typewriter ink on photo-offset printed paper
oil on canvas
enamel over grid silkscreened onto baked enamel on steel plates
watercolor and graphite on wove paper
silver
chromogenic print
wood engraving on wove paper
woodcut on paper
woodcut on paper
woodcut on paper
aquatint and etching
woodcut on Japanese paper
gelatin silver print
gelatin silver print on weight paper
gelatin silver print
gelatin silver print on paper
gelatin silver print on single weight paper
gelatin silver print on single weight paper
gelatin silver print
gelatin silver print
two albumen prints mounted on studio card
lithograph on wove paper
lithograph on wove paper
gelatin silver print
polymer on polyurathane
gelatin silver print
lithograph on paper
lithograph on paper
lithograph on paper
lithograph on paper
lithograph on paper
lithograph on paper
lithograph on paper
lithograph on paper
lithograph, aquatint, and woodcut on paper
lithograph, aquatint, and woodcut on paper
lithograph, aquatint, and woodcut on paper
lithograph, aquatint, and woodcut on paper
woodcut on paper
woodcut on paper
hand-colored lithograph on paper
monotype on paper
transparent watercolor and ink on wove paper
oil on canvas
bronze
silver
lithograph on wove paper
oil on wood
watercolor and graphite on wove paper
lithograph on wove paper
stainless steel and copper
blue cardboard with leather binding
embossed heavy weight wove paper
graphite on wove paper
graphite, pen, and ink on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
ink wash and graphite on wove paper
watercolor on laid paper
watercolor on wove paper
watercolor on wove paper
watercolor on wove paper
watercolor on wove paper
watercolor on wove paper
watercolor on wove paper
watercolor on wove paper
watercolor on wove paper
watercolor on wove paper
watercolor on wove paper
watercolor, graphite, pen, and ink wove paper
bound album with nineteen sketches on fourteen pages with one loose page smaller
screenprint on wove paper
oil on canvas
4 channel, 4 scrim, 20 minute loop video
lightjet print
lightjet print
pen, ink, ink wash, and gouache on wove paper
acrylic, oil on canvas
gelatin silver print
oil on canvas
incorporated color coupler print
offset lithograph
offset lithograph
offset lithograph
offset lithograph
offset lithograph
offset lithograph
offset lithograph
offset lithograph
offset lithograph
offset lithograph
offset lithograph
offset lithograph
offset lithograph
offset lithograph
offset lithograph
offset lithograph
offset lithograph
offset lithograph
offset lithograph
offset lithograph
twenty offset lithographs
acrylic on paper
ink on amate paper
wooden and stone
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
acrylic on canvas (six sided tessera shape)
albumen print
solio print toned in gold chloride
solio print toned in gold chloride
oil on panel
oil on panel
oil on canvas
lithograph on wove paper
lithograph on china paper
crayon and graphite on wove paper
lithograph on wove tissue paper
lithograph on wove paper
lithograph on wove paper
lithograph on paper
lithographic crayon on wove paper
oil on canvas
lithograph on paper
charcoal on wove paper, mounted on paper supprt
charcoal on wove paper
lithograph
gelatin silver print
gelatin silver print
lithograph on paper
lithograph on wove paper
lithograph on wove paper
lithograph on wove paper
lithograph on wove paper
incorporated color coupler print
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
gelatin silver print
photogram, gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
oil on canvas
watercolor and graphite on wove paper
watercolor and graphite on watercolor board
etching on wove paper
etching on wove paper
engraving
engraving
engraving
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
ink and brown wash on paper
watercolor wash, ink, and graphite on wove paper
oil and opaque watercolor on canvas
oil and graphite on wove paper
ink and crayon on wove paper
ink and watercolor on wove paper
lithograph on paper
lithograph on wove paper
lithograph on wove paper
lithograph on wove paper
lithograph on wove paper
lithograph on wove paper
pencil, crayon and gouache on wove paper
etching on wove paper
lithograph on wove paper
graphite on wove paper
graphite on wove paper
oil and acrylic on paper
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
woodcut, collage on cardboard
print
charcoal on paper
colored pencil on museum board rag paper 2 ply
monoprint (printer's ink) on rice paper
monotype
monotype
monotype
monotype
gelatin silver print
gelatin silver print
gelatin silver print
Polacolor ER photographs (diptych)
Polacolor ER print (triptych)
gelatin silver print
Polacolor ER prints (triptych)
Polacolor ER print
six Polacolor ER photographs
Polacolor ER photograph (TL panel)
Polacolor ER Photograph (TR panel)
Polacolor ER photograph (CL panel)
Polacolor ER photograph (CR panel)
Polacolor ER photograph (BL panel)
Polacolor ER photograph (BR panel)
Hanhemühle rag paper
carbon pigment print on Hanhemühle rag paper
carbon pigment print on Hanhemühle rag paper
carbon pigment print on Hanhemühle rag paper
carbon pigment print on Hanhemühle rag paper
